ID,Last Name,First Name,Program,DOB,Age,Gender,City,Sub-program,Worker,Level of Support,Admission Date,Days Elapsed,Location/County,Referral Source
CLI004514,Powell,Deborah,Intensive Outreach Team (Downtown),1992-04-22,33,Male,Toronto,,,,2024-12-31,331,Toronto,Internal Source
CLI004515,Patel,Christine,Open House Drop-In/MHJ (Case Management),1971-03-21,54,Male,,,,,2025-06-17,163,Toronto,"Self,  Family or Friend"
CLI004516,Green,Kathleen,ETS Employment and Training Services,1965-08-14,60,Male,,,,,2024-02-22,644,Toronto,"Self,  Family or Friend"
CLI004517,Bennett,Cynthia,ETS Employment and Training Services,1979-04-04,46,Do not know,,,,,2020-07-09,1967,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004518,Murphy,Sarah,ETS Employment Ontario Follow Up,1987-01-01,38,Female,,,,,2022-01-10,1417,Toronto,Internal Source
CLI004519,King,Patricia,ETS Employment and Training Services,1995-06-06,30,Female,,,,,2021-09-07,1542,Toronto,"Self,  Family or Friend"
CLI004520,Morales,William,ETS Employment Ontario,1995-06-06,30,Female,,,,,2022-03-21,1347,Toronto,"Self,  Family or Friend"
CLI004521,Stewart,Justin,ETS Employment and Training Services,1964-01-21,61,Female,,,,,2023-10-27,762,Toronto,"Self,  Family or Friend"
CLI004522,Myers,Susan,ETS Employment and Training Services,1953-02-24,72,Male,Toronto,,,,2024-10-29,394,Toronto,"Self,  Family or Friend"
CLI004523,Vasquez,Joan,Court Diversion - Old City Hall,1970-06-27,55,Male,,,,,2014-01-27,4322,Toronto,Other
CLI004524,Green,George,Lawrence East Partnership,1964-09-03,61,Do not know,,,,,2024-03-01,636,Toronto,"Self,  Family or Friend"
CLI004525,Allen,Daniel,HART Hub,1977-02-20,48,Male,,,,,2025-10-20,38,Toronto,"Self,  Family or Friend"
CLI004526,Richardson,Christine,1Housing - 20 Palace,1981-03-19,44,Female,,,,,2023-08-25,825,Toronto,"Self,  Family or Friend"
CLI004527,Ward,Michelle,ETS Wrap Around Supports,1967-07-12,58,Male,,,,,2021-06-16,1625,Toronto,"Self,  Family or Friend"
CLI004528,Myers,Edward,ETS Employment and Training Services,1967-07-12,58,Male,,,,,2021-06-18,1623,Toronto,"Self,  Family or Friend"
CLI004529,Howard,Kelly,Supervised Injection Service,1972-09-01,53,Male,,,,,2019-06-24,2348,Toronto,"Self,  Family or Friend"
CLI004530,Turner,Judith,1Housing - 40 Oak,1989-01-12,36,Female,,,,,2021-04-15,1687,Toronto,"Self,  Family or Friend"
CLI004531,Vasquez,Rachel,ETS Employment and Training Services,1972-04-04,53,Male,,,,,2022-12-01,1092,Toronto,"Self,  Family or Friend"
CLI004532,Long,Stephen,CSS West,1964-04-20,61,Female,,,,,2011-11-03,5138,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004533,Stewart,Dennis,Open House Drop-In/MHJ (Case Management),1988-06-16,37,Male,,,,,2021-08-31,1549,Toronto,Internal Source
CLI004534,Smith,Brian,1Housing - Housing Help,1988-06-16,37,Male,,,,,2023-04-24,948,Toronto,"Self,  Family or Friend"
CLI004535,Moore,Karen,CSS West,1980-03-04,45,Do not know,,,,,2009-02-19,6125,Toronto,Other
CLI004536,Kim,Joseph,Bridging Housing and Community Stabilization,1960-03-29,65,Female,,,,,2018-12-06,2548,Toronto,Internal Source
CLI004537,James,Emma,1Housing - Kingston Road (4626 & 4628),1980-06-26,45,Female,Scarborough,,,Medium,2025-05-01,210,Toronto,External Source
CLI004538,Brooks,Dorothy,Bridging Enhanced Housing Support Program,1945-05-21,80,Male,Toronto,,,,2022-12-05,1088,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004539,Murphy,Thomas,ETS Employment and Training Services,1969-10-02,56,Male,,,,,2019-11-20,2199,Toronto,"Self,  Family or Friend"
CLI004540,Morales,Ethan,ETS Employment Ontario Follow Up,1969-10-02,56,Male,,,,,2020-09-03,1911,Toronto,"Self,  Family or Friend"
CLI004541,Gomez,Rebecca,CSS East,1934-04-22,91,Female,Scarborough,,,,2022-08-24,1191,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004542,Cox,Anna,1Housing - 20 Palace,1970-11-12,55,Female,Toronto,,,,2024-11-20,372,Toronto,"Self,  Family or Friend"
CLI004543,Sanchez,Nicole,ETS Employment and Training Services,1967-08-28,58,Female,,,,,2021-11-01,1487,Toronto,"Self,  Family or Friend"
CLI004544,Sanders,Donna,1Housing - Kingston Road (4626 & 4628),1992-09-27,33,Female,Scarborough,,,Medium,2025-06-13,167,Toronto,External Source
CLI004545,Rodriguez,Christine,Intensive Outreach Team (Scarborough),1965-05-07,60,Female,Scarborough,,,,2025-07-03,147,Toronto,The Access Point
CLI004546,Coleman,Matthew,Court Diversion - Ontario Court of Justice 10 Armoury,1997-08-22,28,Male,Toronto,,,High,2025-07-04,146,Toronto,Internal Source
CLI004547,Bailey,Ethan,Community Support Services,1978-12-13,46,Do not know,,,,,2008-09-04,6293,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004548,Lee,Eric,CSS West,1967-08-31,58,Male,,,,,2022-07-06,1240,Toronto,"Self,  Family or Friend"
CLI004549,Barnes,Samuel,Bridging Enhanced Housing Support Program,1959-07-19,66,Male,,,,,2024-08-21,463,Toronto,External Source
CLI004550,Cox,Carolyn,Court Diversion - College Park,1982-08-07,43,Male,,,,,2015-04-27,3867,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004551,Cook,Megan,Bridging Steps to Support,1957-12-26,67,Male,Toronto,,,,2025-06-30,150,Toronto,"Self,  Family or Friend"
CLI004552,Hall,Evelyn,ETS Employment Ontario,1965-06-09,60,Male,,,,,2021-11-16,1472,Toronto,Internal Source
CLI004553,Brown,Elizabeth,ETS Employment and Training Services,1965-06-09,60,Male,,,,,2021-06-21,1620,Toronto,"Self,  Family or Friend"
CLI004554,Alvarez,Karen,General Case Management  (for Court workers),1945-02-10,80,Female,,,,,2016-06-27,3440,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004555,Martin,Melissa,291 George DROP-IN,1951-01-03,74,Male,,,,,2020-01-16,2142,Toronto,"Self,  Family or Friend"
CLI004556,Hernandez,Dorothy,291 George Street,1951-01-03,74,Male,,,,,2025-04-07,234,Toronto,"Self,  Family or Friend"
CLI004557,Adams,Ashley,STOP,1951-01-03,74,Male,,,,,2025-03-03,269,Toronto,Internal Source
CLI004558,Collins,Richard,Bridging Enhanced Housing Support Program,1968-12-06,56,Do not know,Toronto,,,Medium,2025-01-10,321,Toronto,External Source
CLI004559,Ross,Angela,CSS East,1994-02-16,31,Male,,,,,2024-04-12,594,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004560,Cox,Christine,Intensive Outreach Team (Downtown),1954-10-02,71,Female,,,,,2024-02-27,639,Toronto,The Access Point
CLI004561,Lewis,Diane,Court Diversion - College Park,1976-10-04,49,Male,,,,,2020-05-26,2011,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004562,Brown,Kenneth,STOP,1950-06-17,75,Female,,,,,2018-07-31,2676,Toronto,Other
CLI004563,Howard,Ronald,ETS Employment Ontario,1976-08-31,49,Female,,,,,2019-08-16,2295,Toronto,"Self,  Family or Friend"
CLI004564,Davis,Shirley,ETS Employment and Training Services,1976-08-31,49,Female,,,,,2019-08-06,2305,Toronto,"Self,  Family or Friend"
CLI004565,Adams,Rachel,Court Diversion - College Park,1964-07-09,61,Female,,,,,2012-01-10,5070,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004566,Alvarez,Noah,Intensive Outreach Team (Scarborough),1982-03-19,43,Male,,,,,2025-04-17,224,Toronto,The Access Point
CLI004567,Patel,Brian,Court Diversion - Ontario Court of Justice 10 Armoury,1998-01-30,27,Female,North York,,,High,2025-11-12,15,Toronto,"Self,  Family or Friend"
CLI004568,Flores,Jeremy,ETS Employment and Training Services,1982-02-11,43,Female,Scarborough,,,,2024-12-04,358,Toronto,"Self,  Family or Friend"
CLI004569,Wright,Timothy,ETS Employment Ontario,1979-05-30,46,Male,,,,,2019-10-24,2226,Toronto,Internal Source
CLI004570,Carter,Edward,Bridging Enhanced Housing Support Program,1965-01-14,60,Male,Scarborough,,,,2025-04-22,219,Toronto,External Source
CLI004571,Perry,Rebecca,Community Advocacy Program,1964-03-29,61,Female,,,,,2023-11-03,755,Toronto,"Self,  Family or Friend"
CLI004572,Nguyen,Jonathan,Community Advocacy Program,1964-03-29,61,Other,,,,,2025-04-23,218,Toronto,"Self,  Family or Friend"
CLI004573,Murphy,Victoria,Court Diversion - Ontario Court of Justice 10 Armoury,1982-12-23,42,Male,,,,,2024-08-06,478,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004574,Taylor,Robert,CSS West SCOPE Partnership,1998-01-01,27,Female,Toronto,,,,2025-11-17,10,Toronto,External Source
CLI004575,Rogers,Carolyn,HOP - Hostel Outreach Program,1988-04-24,37,Female,,,,,2025-06-10,170,Toronto,The Access Point
CLI004576,Reed,Donald,ETS Employment Ontario,1985-05-24,40,Do not know,,,,,2020-07-30,1946,Toronto,"Self,  Family or Friend"
CLI004577,Gray,Patricia,ETS Employment and Training Services,1985-05-24,40,Do not know,,,,,2021-01-17,1775,Toronto,"Self,  Family or Friend"
CLI004578,Martinez,Gary,ETS SSTEP,1970-10-06,55,Female,,,,,2023-09-25,794,Toronto,"Self,  Family or Friend"
CLI004579,Gray,Emma,ETS Employment Ontario,1970-10-06,55,Female,,,,,2023-09-25,794,Toronto,"Self,  Family or Friend"
CLI004580,Walker,Zachary,ETS Employment and Training Services,1970-10-06,55,Female,,,,,2023-09-25,794,Toronto,"Self,  Family or Friend"
CLI004581,Jackson,Paul,Court Diversion - Ontario Court of Justice 10 Armoury,1995-10-28,30,Male,Owen Sound,,,High,2025-10-15,43,Toronto,External Source
CLI004582,Moore,Shirley,Court Diversion - College Park,1980-08-02,45,Male,,,,,2015-01-23,3961,Toronto,Other
CLI004583,Jones,Judith,ETS Wrap Around Supports,1968-05-28,57,Female,,,,,2023-09-06,813,Toronto,"Self,  Family or Friend"
CLI004584,Powell,John,None Selected,1900-01-01,125,Female,,,,,2008-05-11,6409,Toronto,"Self,  Family or Friend"
CLI004585,Ward,Anthony,ETS TESS - Career Exploration,1974-01-13,51,Do not know,,,,,2019-08-14,2297,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004586,Ramirez,Margaret,ETS Employment and Training Services,1974-01-13,51,Do not know,,,,,2019-08-14,2297,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004587,Turner,Janet,ETS Employment and Training Services,1981-11-24,44,Female,,,,,2020-09-03,1911,Toronto,"Self,  Family or Friend"
CLI004588,Kelly,Aaron,ETS TESS - Career Exploration,1981-11-24,44,Female,,,,,2020-09-03,1911,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004589,Ortiz,Linda,ETS Employment Ontario Follow Up,1981-11-24,44,Female,,,,,2020-12-16,1807,Toronto,"Self,  Family or Friend"
CLI004590,Morris,Victoria,Intensive Outreach Team (Downtown),1980-09-01,45,Male,,,,,2024-10-22,401,Toronto,The Access Point
CLI004591,Bennett,Michelle,ETS Path to Employment,1976-01-14,49,Male,,,,,2023-03-07,996,Toronto,"Self,  Family or Friend"
CLI004592,Ross,Debra,Bridging Enhanced Housing Support Program,1985-08-23,40,Female,,,,,2022-12-21,1072,Toronto,Internal Source
CLI004593,Coleman,Nancy,ETS TESS - Career Exploration,1973-05-05,52,Male,,,,,2022-01-19,1408,Toronto,"Self,  Family or Friend"
CLI004594,Fisher,Emma,ETS Employment Ontario Follow Up,1984-08-21,41,Female,,,,,2023-03-16,987,Toronto,"Self,  Family or Friend"
CLI004595,Garcia,Barbara,Court Diversion - College Park,1958-02-24,67,Male,,,,,2022-03-29,1339,Toronto,Other
CLI004596,Brooks,Karen,HOP - Hostel Outreach Program,1987-08-13,38,Female,Toronto,,,,2022-09-15,1169,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004597,Russell,Dorothy,ETS TESS - Career Exploration,1986-07-02,39,Female,,,,,2020-09-25,1889,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004598,Martinez,Rachel,ETS Employment and Training Services,1986-07-02,39,Female,,,,,2020-08-24,1921,Toronto,"Self,  Family or Friend"
CLI004599,Rivera,Pamela,HOP-Housing Stabilization,1958-08-09,67,Male,Toronto,,,,2023-07-26,855,Toronto,"Self,  Family or Friend"
CLI004600,Lee,Christopher,Court Diversion - Ontario Court of Justice 10 Armoury,1982-06-23,43,Male,,,,,2024-05-03,573,Toronto,"Self,  Family or Friend"
CLI004601,Sanchez,Jessica,Court Diversion - Ontario Court of Justice 10 Armoury,1966-12-08,58,Male,,,,,2025-08-22,97,Toronto,External Source
CLI004602,Turner,Amanda,ETS Employment and Training Services,2018-03-20,7,Do not know,,,,,2018-09-18,2627,Toronto,"Self,  Family or Friend"
CLI004603,Thomas,Lisa,Intensive Outreach Team (Downtown),1956-06-11,69,Male,Toronto,,,,2025-06-02,178,Toronto,The Access Point
CLI004604,Morales,Diane,STOP-Health Access Expansion,1956-06-11,69,Male,Toronto,,,,2025-09-04,84,Toronto,External Source
CLI004605,Hill,Sharon,HART Hub,1956-06-11,69,Male,Toronto,,,,2025-10-21,37,Toronto,"Self,  Family or Friend"
CLI004606,Hill,Richard,CSS West,1962-08-11,63,Female,,,,,2017-05-29,3104,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004607,Hall,Samuel,Bridging Housing and Community Stabilization,1966-02-14,59,Do not know,,,,,2016-11-25,3289,Toronto,"Self,  Family or Friend"
CLI004608,White,Kenneth,Bridging Steps to Support,1961-12-20,63,Male,Toronto,,,,2025-09-11,77,Toronto,"Self,  Family or Friend"
CLI004609,Castillo,Matthew,1Housing - 40 Oak,1963-07-15,62,Male,,,,,2021-07-08,1603,Toronto,"Self,  Family or Friend"
CLI004610,Sanchez,William,Bridging Housing and Community Stabilization,1959-01-23,66,Female,,,,,2018-03-07,2822,Toronto,"Self,  Family or Friend"
CLI004611,Martin,Justin,"African,  Black and Caribbean Communities Program",1985-09-13,40,Female,,,,Medium,2025-09-10,78,Toronto,External Source
CLI004612,Davis,Jennifer,291 George Street,1987-12-04,37,Male,,,,,2018-11-06,2578,Toronto,"Self,  Family or Friend"
CLI004613,Hughes,Brian,HART Hub,1991-01-01,34,Female,Toronto,,,,2025-10-21,37,Toronto,"Self,  Family or Friend"
CLI004614,Ortiz,Barbara,ETS Employment and Training Services,1951-02-25,74,Female,,,,,2022-12-22,1071,Toronto,"Self,  Family or Friend"
CLI004615,Davis,Jerry,ETS Women's Baking Program,1988-06-18,37,Female,,,,,2022-10-17,1137,Toronto,"Self,  Family or Friend"
CLI004616,Mendoza,Janet,CSS East,1900-01-01,125,Do not know,,,,,2007-07-24,6701,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004617,Mendoza,Scott,HART Hub,1981-07-06,44,Female,,,,,2025-10-06,52,Toronto,"Self,  Family or Friend"
CLI004618,Parker,Mary,1Housing - 90 Dunn,1956-06-21,69,Male,Toronto,,,,2024-12-20,342,Toronto,External Source
CLI004619,Hall,Eric,Court Diversion-Toronto Regional Bail Centre 2201 Finch,1979-04-11,46,Male,,,,,2023-06-02,909,Toronto,Other
CLI004620,Gutierrez,Ronald,Court Diversion - College Park,1984-06-20,41,Male,,,,,2022-07-25,1221,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004621,Cruz,Patricia,1Housing - 704 Mortimer,1974-08-29,51,Female,,,,,2023-09-11,808,Toronto,External Source
CLI004622,Phillips,Margaret,1Housing - Housing Help,1969-11-04,56,Male,,,,Low,2025-05-08,203,Toronto,"Self,  Family or Friend"
CLI004623,Romero,Diane,1Housing - 418 Dawes,1969-11-04,56,Male,,,,,2023-08-21,829,Toronto,"Self,  Family or Friend"
CLI004624,Thompson,Donna,Lawrence East Partnership,1961-05-01,64,Do not know,,,,,2024-06-03,542,Toronto,"Self,  Family or Friend"
CLI004625,Kim,Kelly,ETS Employment Ontario,1990-05-31,35,Male,,,,,2022-03-28,1340,Toronto,"Self,  Family or Friend"
CLI004626,Alvarez,Patrick,ETS Path to Employment,1990-05-31,35,Male,,,,,2022-01-07,1420,Toronto,Internal Source
CLI004627,Campbell,Heather,ETS Employment and Training Services,1990-05-31,35,Male,,,,,2021-12-07,1451,Toronto,"Self,  Family or Friend"
CLI004628,Turner,Paul,Bridging Housing and Community Stabilization,1955-09-03,70,Other,,,,,2019-08-27,2284,Toronto,"Self,  Family or Friend"
CLI004629,Gutierrez,Virginia,ETS Employment Ontario Follow Up,1955-09-03,70,Other,,,,,2020-09-03,1911,Toronto,"Self,  Family or Friend"
CLI004630,Cooper,Betty,CSS East,1957-09-19,68,Female,Scarborough,,,,2025-08-18,101,Toronto,Internal Source
CLI004631,Lee,Patrick,HOP-Housing Stabilization,1995-05-02,30,Male,Toronto,,,,2023-12-01,727,Toronto,"Self,  Family or Friend"
CLI004632,Diaz,Sandra,ETS SSTEP,1981-10-02,44,Female,,,,,2021-06-01,1640,Toronto,"Self,  Family or Friend"
CLI004633,Young,Betty,ETS Thrive,1990-03-08,35,Transgender Male,,,,,2018-12-12,2542,Toronto,"Self,  Family or Friend"
CLI004634,Ortiz,Judith,STOP,1943-06-24,82,Female,,,,,2018-08-30,2646,Toronto,Internal Source
CLI004635,Carter,Elizabeth,Case Management - Court Support Services,1976-01-14,49,Male,,,,,2012-10-23,4783,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004636,Walker,Nicole,ASH,1997-02-28,28,Male,Toronto,,,,2024-02-01,665,Toronto,External Source
CLI004637,Gonzales,Janet,Court Diversion - Ontario Court of Justice 10 Armoury,1976-10-31,49,Female,,,,,2024-08-06,478,Toronto,Other
CLI004638,Cruz,Nicholas,Open House Drop-In/MHJ (Case Management),1976-10-31,49,Female,,,,,2025-08-15,104,Toronto,"Self,  Family or Friend"
CLI004639,Rivera,Anna,MHASH,1968-03-06,57,Male,Toronto,,,,2018-01-04,2884,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004640,Rogers,Zachary,CSS East,1941-04-28,84,Female,,,,,2018-08-28,2648,Toronto,"Self,  Family or Friend"
CLI004641,Baker,Debra,Court Diversion - College Park,1968-05-13,57,Female,,,,,2011-12-23,5088,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004642,Cruz,Justin,1Housing - 418 Dawes,1983-08-17,42,Female,,,,,2023-07-13,868,Toronto,"Self,  Family or Friend"
CLI004643,Smith,Jerry,1Housing - Housing Help,1983-08-17,42,Female,,,,Low,2025-06-26,154,Toronto,"Self,  Family or Friend"
CLI004644,Price,Robert,Case Management - Court Support Services,1989-03-07,36,Male,,,,,2009-03-27,6089,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004645,Peterson,Maria,Open House Drop-In/MHJ (Case Management),1964-05-16,61,Male,,,,,2019-01-22,2501,Toronto,"Self,  Family or Friend"
CLI004646,Cook,Jose,ETS Employment Ontario Follow Up,1968-07-21,57,Female,,,,,2022-08-16,1199,Toronto,"Self,  Family or Friend"
CLI004647,Kelly,Jessica,CSS East,1942-11-07,83,Male,Scarborough,,,,2022-01-07,1420,Toronto,"Self,  Family or Friend"
CLI004648,Reed,Joshua,Bridging Housing and Community Stabilization,1992-09-09,33,Female,,,,,2018-05-23,2745,Toronto,"Self,  Family or Friend"
CLI004649,Ross,Ethan,Bridging Housing and Community Stabilization,1992-08-20,33,Do not know,,,,,2019-11-30,2189,Toronto,"Self,  Family or Friend"
CLI004650,Rogers,Jerry,HOP - Hostel Outreach Program,1999-08-13,26,Female,Toronto,,,,2025-01-15,316,Toronto,The Access Point
CLI004651,Mendoza,Raymond,Court Diversion - Ontario Court of Justice 10 Armoury,1973-09-02,52,Female,,,,High,2025-07-11,139,Toronto,External Source
CLI004652,Perry,Aaron,Court Bail Program,1988-03-01,37,Male,Toronto,,,High,2025-07-07,143,Toronto,External Source
CLI004653,Allen,Samuel,1Housing - 20 Palace,1998-08-16,27,Female,,,,,2024-11-20,372,Toronto,"Self,  Family or Friend"
CLI004654,Jimenez,Maria,Bridging Steps to Support,1995-11-30,29,Female,Toronto,,,Low,2025-06-30,150,Toronto,External Source
CLI004655,Harris,Joshua,1Housing - 20 Palace,1960-01-01,65,Male,Toronto,,,,2024-11-20,372,Toronto,"Self,  Family or Friend"
CLI004656,Campbell,Kathleen,ETS Path to Employment,1985-12-16,39,Female,,,,,2024-06-25,520,Toronto,"Self,  Family or Friend"
CLI004657,Moore,Noah,291 George DROP-IN,1962-05-24,63,Male,Toronto,,,,2021-11-11,1477,Toronto,"Self,  Family or Friend"
CLI004658,Watson,Rebecca,Bridging Enhanced Housing Support Program,1952-09-12,73,Male,Toronto,,,,2022-10-28,1126,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004659,Price,Stephanie,CSS West SCOPE Partnership,1966-12-03,58,Female,Toronto,,,,2025-11-26,1,Toronto,External Source
CLI004660,Cruz,Nicholas,ETS Employment and Training Services,1983-11-05,42,Female,,,,,2024-03-11,626,Toronto,"Self,  Family or Friend"
CLI004661,Evans,Justin,Case Management - Court Support Services,1983-11-05,42,Female,,,,,2023-11-21,737,Toronto,Internal Source
CLI004662,Myers,Mary,Intensive Outreach Team (Downtown),2004-11-02,21,Male,,,,,2023-08-08,842,Toronto,The Access Point
CLI004663,Fisher,Noah,CSS East,1975-09-04,50,Female,,,,,2013-01-04,4710,Toronto,Other
CLI004664,Sanders,Edward,Intensive Outreach Team (Downtown),1981-06-16,44,Male,Toronto,,,,2024-07-15,500,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004665,Butler,Carol,Open House Drop-In/MHJ (Case Management),1981-06-16,44,Male,Toronto,,,High,2024-12-20,342,Toronto,"Self,  Family or Friend"
CLI004666,Williams,Frank,Court Diversion - Ontario Court of Justice 10 Armoury,1993-10-10,32,Male,Geoegen Bluffs,,,High,2025-07-31,119,Grey,External Source
CLI004667,Taylor,Frank,Court Diversion - Old City Hall,1964-08-21,61,Male,,,,,2016-06-09,3458,Toronto,Other
CLI004668,Nguyen,Janet,Court Diversion - Ontario Court of Justice 10 Armoury,1938-02-16,87,Male,,,,High,2025-10-21,37,Toronto,External Source
CLI004669,Adams,Joan,ETS Employment Ontario Follow Up,1988-01-22,37,Female,,,,,2022-12-19,1074,Toronto,"Self,  Family or Friend"
CLI004670,Harris,Patrick,Short Term Concurrent Disorder Case Management,1985-10-25,40,Male,,,,Medium,2025-11-14,13,Toronto,"Self,  Family or Friend"
CLI004671,Harris,Sharon,ETS Employment and Training Services,1999-09-22,26,Female,Toronto,,,,2023-08-14,836,Toronto,"Self,  Family or Friend"
CLI004672,Patel,Jack,CSS East,1972-11-25,53,Female,Scarborough,,,,2023-06-01,910,Toronto,"Self,  Family or Friend"
CLI004673,Gutierrez,Emily,ETS Employment Ontario Follow Up,1972-09-22,53,Female,,,,,2022-05-30,1277,Toronto,"Self,  Family or Friend"
CLI004674,Allen,Laura,Open House Drop-In/MHJ (Case Management),1999-06-04,26,Male,Toronto,,,,2025-01-29,302,Toronto,"Self,  Family or Friend"
CLI004675,Rodriguez,Helen,ASH,1999-06-04,26,Male,Toronto,,,,2024-10-01,422,Toronto,External Source
CLI004676,Simmons,Gregory,CSS East,1969-04-27,56,Do not know,,,,,2007-05-09,6777,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004677,Murphy,Nicole,Bridging Housing and Community Stabilization,1956-07-23,69,Female,,,,,2021-03-17,1716,Toronto,Internal Source
CLI004678,Baker,Diane,ETS Employment Ontario Follow Up,1956-07-23,69,Female,,,,,2022-05-02,1305,Toronto,"Self,  Family or Friend"
CLI004679,King,Ronald,ETS Employment Ontario,1970-02-27,55,Female,,,,,2021-03-30,1703,Toronto,"Self,  Family or Friend"
CLI004680,Torres,Andrew,1Housing - 145 Queen,1970-02-27,55,Female,,,,,2020-01-14,2144,Toronto,"Self,  Family or Friend"
CLI004681,Bailey,Diane,ETS Catering/Food Services Training,1970-02-27,55,Female,,,,,2018-08-07,2669,Toronto,"Self,  Family or Friend"
CLI004682,Thomas,Donna,ETS Employment and Training Services,1970-02-27,55,Female,,,,,2021-03-30,1703,Toronto,"Self,  Family or Friend"
CLI004683,Garcia,Diane,CDSS Coordinated Access,1970-02-27,55,Female,,,,,2025-06-24,156,Toronto,External Source
CLI004684,Coleman,Emma,ETS Employment Ontario,1998-06-12,27,Female,,,,,2024-02-02,664,Toronto,Internal Source
CLI004685,Lee,Edward,ETS Employment and Training Services,1998-06-12,27,Female,,,,,2024-02-02,664,Toronto,Internal Source
CLI004686,Bennett,Megan,ETS Employment and Training Services,1965-03-21,60,Male,,,,,2021-01-08,1784,Toronto,"Self,  Family or Friend"
CLI004687,Baker,Elizabeth,ETS Employment Ontario,1965-03-21,60,Male,,,,,2021-01-08,1784,Toronto,Internal Source
CLI004688,Cook,Ryan,ETS TESS - Career Exploration,1965-03-21,60,Male,,,,,2021-01-08,1784,Toronto,Internal Source
CLI004689,Jimenez,Andrew,STOP,1944-09-02,81,Male,,,,,2014-03-10,4280,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004690,Walker,Steven,CSS East,1966-12-11,58,Female,Scarborough,,,,2024-12-03,359,Toronto,The Access Point
CLI004691,Ramirez,Jonathan,ETS Job Development,1967-11-19,58,Female,,,,,2023-05-12,930,Toronto,Internal Source
CLI004692,Ross,Sarah,Dan Harrison,1900-01-01,125,Do not know,,,,,2023-10-19,770,Toronto,"Self,  Family or Friend"
CLI004693,Miller,Amy,CSS West,1967-04-27,58,Male,,,,,2021-04-14,1688,Toronto,"Self,  Family or Friend"
CLI004694,Mitchell,Benjamin,1Housing - 20 Palace,2003-07-13,22,Male,,,,,2022-02-01,1395,Toronto,"Self,  Family or Friend"
CLI004695,Castillo,Joseph,1Housing - 20 Palace,1961-09-15,64,Female,,,,,2022-01-20,1407,Toronto,"Self,  Family or Friend"
CLI004696,Brooks,Stephanie,ETS Employment and Training Services,1961-09-15,64,Female,,,,,2021-03-17,1716,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI004697,Hernandez,John,ETS Employment and Training Services,1966-02-08,59,Female,,,,,2022-07-15,1231,Toronto,"Self,  Family or Friend"
CLI004698,Vasquez,Michelle,ETS Women's Baking Program,1987-05-11,38,Female,,,,,2020-02-13,2114,Toronto,Internal Source
CLI004699,Barnes,Donna,ETS Employment and Training Services,1987-05-11,38,Female,,,,,2020-01-06,2152,Toronto,"Self,  Family or Friend"
CLI004700,Thomas,Dennis,ETS Employment Ontario,1987-05-11,38,Female,,,,,2020-02-13,2114,Toronto,Internal Source
CLI004701,King,Evelyn,Community Advocacy Program,1958-01-15,67,Male,Toronto,,,,2025-08-27,92,Toronto,"Self,  Family or Friend"
CLI004702,Gray,Jeffrey,ETS Employment and Training Services,1957-06-12,68,Female,,,,,2019-06-11,2361,Toronto,"Self,  Family or Friend"
CLI004703,Gonzales,Anthony,Court Diversion - Old City Hall,1978-11-14,47,Male,,,,,2019-05-28,2375,Toronto,Other
CLI004704,Richardson,Jeremy,ETS Employment and Training Services,1977-10-20,48,Male,,,,,2018-09-28,2617,Toronto,"Self,  Family or Friend"
CLI004705,Clark,Angela,ETS Employment Ontario,1982-11-30,42,Male,,,,,2022-07-19,1227,Toronto,"Self,  Family or Friend"
CLI004706,Gray,Noah,ETS Employment and Training Services,1982-11-30,42,Male,,,,,2022-07-19,1227,Toronto,"Self,  Family or Friend"
CLI004707,Reed,Debra,CSS West,1968-01-11,57,Male,,,,,2013-07-25,4508,Toronto,The Access Point
