client_id,first_name,last_name,email,phone,dob,program_name,admission_date,discharge_date,program_status,referral_source,receiving_services,support_workers,notes
CID103151,TestFirst--3151,TestLast--3151,test3151@example.com,+918241207592,2024-08-10,Housing Support,2025-04-27,2023-05-21,active,Agency A,yes,"Rita Kumar,Sunil Iyer",Duplicate with status difference
CID103152,TestFirst--3152,TestLast--3152,test3152@example.com,+916387463535,2025-08-21,Addiction Counselling,2024-08-23,2024-04-06,discharged,Hospital,no,Dr. Singh,Duplicate with status difference
CID103153,TestFirst--3153,TestLast--3153,test3153@example.com,+916390639902,2023-06-16,Employment Assistance,2025-09-14,2023-12-13,active,Clinic,yes,Anil Verma,support workers different order
CID103154,TestFirst--3154,TestLast--3154,test3154@example.com,+917549960827,2023-06-24,Family Support,2024-01-04,2024-01-05,pending,Agency A,yes,"Rita Kumar,Sunil Iyer",support workers lowercase
CID103155,TestFirst--3155,TestLast--3155,test3155@example.com,+917183691737,2024-10-15,Counselling,2023-07-02,2024-11-15,active,Outreach,yes,Rita Kumar,Duplicate-case 2 - different referral_source
CID103156,TestFirst--3156,TestLast--3156,test3156@example.com,+918559294283,2024-07-07,Housing Support,2023-10-15,2025-04-29,pending,Outreach,no,Asha Patel,Duplicate-case 1
CID103157,TestFirst--3157,TestLast--3157,test3157@example.com,+917964151915,2025-04-20,Addiction Counselling,2025-09-03,2023-08-24,discharged,Clinic,no,"Rita Kumar,Sunil Iyer",Primary enrollment
CID103158,TestFirst--3158,TestLast--3158,test3158@example.com,+918791384785,2022-12-30,Employment Assistance,2024-11-04,2024-11-11,pending,Agency B,no,"Rita Kumar, Sunil Iyer",Initial enrollment
CID103159,TestFirst--3159,TestLast--3159,test3159@example.com,+917665564774,2023-07-19,Family Support,2024-08-27,2023-12-28,active,Agency A,no,Rita Kumar,Initial enrollment
CID103160,TestFirst--3160,TestLast--3160,test3160@example.com,+919190383025,2025-06-08,Counselling,2025-11-08,2023-10-08,pending,Agency B,no,"sunil iyer, Rita Kumar",support workers lowercase
CID103161,TestFirst--3161,TestLast--3161,test3161@example.com,+919805912407,2023-06-07,Housing Support,2024-09-22,2024-12-22,active,Outreach,no,"Rita Kumar,Sunil Iyer",support workers lowercase
CID103162,TestFirst--3162,TestLast--3162,test3162@example.com,+916214187529,2025-01-28,Addiction Counselling,2023-03-27,2023-11-17,discharged,Outreach,no,"sunil iyer, Rita Kumar",Initial enrollment
CID103163,TestFirst--3163,TestLast--3163,test3163@example.com,+917416585460,2023-06-14,Employment Assistance,2022-12-03,2025-01-17,active,Hospital,yes,"Rita Kumar,Sunil Iyer",Primary enrollment
CID103164,TestFirst--3164,TestLast--3164,test3164@example.com,+919299849649,2024-06-05,Family Support,2025-05-09,2025-04-22,active,Clinic,yes,Dr. Singh,support workers lowercase
CID103165,TestFirst--3165,TestLast--3165,test3165@example.com,+918475803584,2024-09-18,Counselling,2023-09-16,2023-01-22,discharged,Agency B,no,Asha Patel,Duplicate-case 2 - different referral_source
CID103166,TestFirst--3166,TestLast--3166,test3166@example.com,+917820000143,2023-06-17,Housing Support,2025-08-09,2023-06-05,pending,Agency A,no,Anil Verma,Duplicate-case 2 - different referral_source
CID103167,TestFirst--3167,TestLast--3167,test3167@example.com,+916775274010,2024-03-28,Addiction Counselling,2023-12-18,2025-06-08,active,Outreach,no,Asha Patel,Duplicate-case 2 - different referral_source
CID103168,TestFirst--3168,TestLast--3168,test3168@example.com,+919968099133,2023-04-24,Employment Assistance,2024-06-27,2025-08-04,active,Agency C,yes,Anil Verma,Duplicate with status difference
CID103169,TestFirst--3169,TestLast--3169,test3169@example.com,+916506355972,2022-12-02,Family Support,2023-04-19,2023-11-02,pending,School,no,Dr. Singh,Primary enrollment
CID103170,TestFirst--3170,TestLast--3170,test3170@example.com,+917542463285,2024-05-05,Counselling,2024-11-07,2025-05-01,active,Hospital,yes,"Rita Kumar,Sunil Iyer",support workers lowercase
CID103171,TestFirst--3171,TestLast--3171,test3171@example.com,+916910394748,2025-04-12,Housing Support,2025-08-22,2023-10-02,active,Hospital,yes,Rita Kumar,Initial enrollment
CID103172,TestFirst--3172,TestLast--3172,test3172@example.com,+918933527890,2025-06-26,Addiction Counselling,2024-07-03,2024-10-03,active,Agency B,yes,"sunil iyer, Rita Kumar",Initial enrollment
CID103173,TestFirst--3173,TestLast--3173,test3173@example.com,+916244204822,2023-05-12,Employment Assistance,2023-11-12,2025-03-23,pending,Hospital,yes,Dr. Singh,Duplicate-case 2 - different referral_source
CID103174,TestFirst--3174,TestLast--3174,test3174@example.com,+916677096628,2023-08-08,Family Support,2025-02-03,2025-10-04,pending,School,no,"Rita Kumar,Sunil Iyer",Initial enrollment
CID103175,TestFirst--3175,TestLast--3175,test3175@example.com,+919474697247,2023-05-10,Counselling,2023-05-01,2023-05-23,discharged,Agency B,yes,Sonia Rao,Duplicate-case 2 - different referral_source
CID103176,TestFirst--3176,TestLast--3176,test3176@example.com,+917879341420,2023-02-19,Housing Support,2024-03-25,2023-03-28,discharged,Agency B,yes,Anil Verma,support workers different order
CID103177,TestFirst--3177,TestLast--3177,test3177@example.com,+918478864465,2025-06-15,Addiction Counselling,2025-10-06,2024-02-19,pending,Clinic,no,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID103178,TestFirst--3178,TestLast--3178,test3178@example.com,+919166824164,2023-05-24,Employment Assistance,2024-05-12,2023-12-17,discharged,School,yes,Rita Kumar,Initial enrollment
CID103179,TestFirst--3179,TestLast--3179,test3179@example.com,+919776331777,2025-09-12,Family Support,2023-12-14,2023-04-10,discharged,Agency C,yes,Sonia Rao,support workers lowercase
CID103180,TestFirst--3180,TestLast--3180,test3180@example.com,+917549336129,2024-01-11,Counselling,2023-09-19,2023-03-25,discharged,Clinic,yes,Rita Kumar,Primary enrollment
CID103181,TestFirst--3181,TestLast--3181,test3181@example.com,+917301605815,2025-11-12,Housing Support,2024-01-18,2023-06-06,pending,Agency B,yes,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID103182,TestFirst--3182,TestLast--3182,test3182@example.com,+919756307024,2023-05-28,Addiction Counselling,2025-09-28,2025-09-26,active,School,no,"sunil iyer, Rita Kumar",Duplicate-case 1
CID103183,TestFirst--3183,TestLast--3183,test3183@example.com,+917686683310,2023-12-06,Employment Assistance,2023-05-11,2025-05-10,discharged,Agency C,yes,Anil Verma,support workers different order
CID103184,TestFirst--3184,TestLast--3184,test3184@example.com,+918655135852,2024-05-26,Family Support,2025-11-05,2025-09-05,active,School,yes,"Rita Kumar, Sunil Iyer",Initial enrollment
CID103185,TestFirst--3185,TestLast--3185,test3185@example.com,+917636628847,2023-08-20,Counselling,2023-10-31,2023-10-14,discharged,Agency B,no,Sonia Rao,Duplicate with status difference
CID103186,TestFirst--3186,TestLast--3186,test3186@example.com,+916234070766,2023-10-26,Housing Support,2024-12-28,2024-08-07,active,Agency C,yes,Anil Verma,Initial enrollment
CID103187,TestFirst--3187,TestLast--3187,test3187@example.com,+916782982217,2023-07-30,Addiction Counselling,2024-05-15,2023-11-27,active,Clinic,no,Sonia Rao,Duplicate with status difference
CID103188,TestFirst--3188,TestLast--3188,test3188@example.com,+916946464253,2025-08-24,Employment Assistance,2023-03-24,2023-07-09,pending,Clinic,yes,"Rita Kumar,Sunil Iyer",Initial enrollment
CID103189,TestFirst--3189,TestLast--3189,test3189@example.com,+916923144572,2023-07-09,Family Support,2025-04-05,2023-07-15,active,School,no,Rita Kumar,Duplicate with status difference
CID103190,TestFirst--3190,TestLast--3190,test3190@example.com,+916776817619,2023-01-12,Counselling,2023-11-28,2025-08-20,pending,Clinic,yes,Rita Kumar,support workers different order
CID103191,TestFirst--3191,TestLast--3191,test3191@example.com,+919913348942,2025-05-25,Housing Support,2023-10-15,2023-12-11,pending,Clinic,yes,"sunil iyer, Rita Kumar",Primary enrollment
CID103192,TestFirst--3192,TestLast--3192,test3192@example.com,+919392314774,2025-11-13,Addiction Counselling,2023-01-19,2023-04-06,discharged,Clinic,no,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID103193,TestFirst--3193,TestLast--3193,test3193@example.com,+917937891438,2024-10-23,Employment Assistance,2023-12-10,2023-02-21,pending,Agency C,no,Dr. Singh,support workers different order
CID103194,TestFirst--3194,TestLast--3194,test3194@example.com,+917259071194,2023-12-26,Family Support,2025-07-14,2024-02-18,pending,Hospital,yes,Sonia Rao,Duplicate-case 2 - different referral_source
CID103195,TestFirst--3195,TestLast--3195,test3195@example.com,+919496450106,2024-10-31,Counselling,2024-10-19,2024-12-30,discharged,Agency B,no,Anil Verma,Duplicate-case 2 - different referral_source
CID103196,TestFirst--3196,TestLast--3196,test3196@example.com,+917826585858,2024-06-08,Housing Support,2025-02-19,2023-08-06,discharged,Agency C,yes,"Rita Kumar,Sunil Iyer",Initial enrollment
CID103197,TestFirst--3197,TestLast--3197,test3197@example.com,+918942765733,2024-04-11,Addiction Counselling,2025-10-02,2023-01-20,active,Agency B,yes,Anil Verma,Primary enrollment
CID103198,TestFirst--3198,TestLast--3198,test3198@example.com,+918259819578,2025-02-28,Employment Assistance,2023-06-22,2024-12-18,discharged,Clinic,yes,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID103199,TestFirst--3199,TestLast--3199,test3199@example.com,+919414364000,2024-02-10,Family Support,2024-02-06,2025-07-20,active,Hospital,yes,Dr. Singh,Primary enrollment
CID103200,TestFirst--3200,TestLast--3200,test3200@example.com,+919264050656,2024-02-17,Counselling,2024-03-18,2025-07-05,active,Agency A,yes,Rita Kumar,support workers different order
CID103201,TestFirst--3201,TestLast--3201,test3201@example.com,+916404750642,2025-07-11,Housing Support,2025-05-31,2024-04-18,discharged,Outreach,no,Dr. Singh,support workers different order
CID103202,TestFirst--3202,TestLast--3202,test3202@example.com,+919808605328,2023-12-07,Addiction Counselling,2025-05-30,2024-08-23,active,Agency C,no,"sunil iyer, Rita Kumar",Initial enrollment
CID103203,TestFirst--3203,TestLast--3203,test3203@example.com,+917054959029,2024-10-30,Employment Assistance,2025-06-18,2024-10-26,pending,Self,no,Dr. Singh,support workers different order
CID103204,TestFirst--3204,TestLast--3204,test3204@example.com,+918574289905,2023-05-12,Family Support,2024-03-29,2024-10-25,active,Self,no,Rita Kumar,support workers different order
CID103205,TestFirst--3205,TestLast--3205,test3205@example.com,+919543076730,2024-04-19,Counselling,2025-05-08,2023-12-23,pending,Agency A,no,Rita Kumar,support workers lowercase
CID103206,TestFirst--3206,TestLast--3206,test3206@example.com,+916606126826,2025-01-02,Housing Support,2025-11-14,2024-01-17,active,Outreach,yes,"Rita Kumar, Sunil Iyer",support workers different order
CID103207,TestFirst--3207,TestLast--3207,test3207@example.com,+916811980594,2025-01-23,Addiction Counselling,2025-01-25,2025-09-15,active,Agency B,no,Asha Patel,Duplicate-case 2 - different referral_source
CID103208,TestFirst--3208,TestLast--3208,test3208@example.com,+916863386965,2024-08-17,Employment Assistance,2023-01-13,2024-02-24,active,Outreach,yes,"Rita Kumar,Sunil Iyer",support workers lowercase
CID103209,TestFirst--3209,TestLast--3209,test3209@example.com,+919306143763,2024-05-09,Family Support,2023-01-14,2023-08-20,pending,Hospital,yes,Anil Verma,support workers different order
CID103210,TestFirst--3210,TestLast--3210,test3210@example.com,+918952924858,2024-11-19,Counselling,2023-05-15,2024-09-28,discharged,Outreach,yes,"Rita Kumar,Sunil Iyer",Duplicate with status difference
CID103211,TestFirst--3211,TestLast--3211,test3211@example.com,+917746237407,2023-02-28,Housing Support,2024-12-12,2025-07-08,pending,Clinic,yes,Sonia Rao,support workers lowercase
CID103212,TestFirst--3212,TestLast--3212,test3212@example.com,+916098421779,2023-03-02,Addiction Counselling,2025-04-23,2024-07-05,pending,Self,yes,Anil Verma,Initial enrollment
CID103213,TestFirst--3213,TestLast--3213,test3213@example.com,+918351131031,2025-04-20,Employment Assistance,2024-02-12,2024-05-10,active,Agency C,yes,Asha Patel,Duplicate-case 2 - different referral_source
CID103214,TestFirst--3214,TestLast--3214,test3214@example.com,+916708926261,2025-03-15,Family Support,2024-03-20,2024-03-08,discharged,Agency A,yes,Anil Verma,support workers lowercase
CID103215,TestFirst--3215,TestLast--3215,test3215@example.com,+917533388706,2023-10-17,Counselling,2025-02-01,2025-07-02,discharged,Outreach,yes,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID103216,TestFirst--3216,TestLast--3216,test3216@example.com,+919477074638,2025-04-08,Housing Support,2024-11-21,2024-07-12,discharged,Agency C,yes,Rita Kumar,Duplicate-case 2 - different referral_source
CID103217,TestFirst--3217,TestLast--3217,test3217@example.com,+916136563505,2023-01-25,Addiction Counselling,2023-08-26,2023-11-05,active,Agency B,yes,"sunil iyer, Rita Kumar",support workers different order
CID103218,TestFirst--3218,TestLast--3218,test3218@example.com,+919383208624,2025-04-10,Employment Assistance,2024-07-14,2022-12-17,active,School,no,"Rita Kumar,Sunil Iyer",support workers lowercase
CID103219,TestFirst--3219,TestLast--3219,test3219@example.com,+918848064964,2025-11-24,Family Support,2023-01-24,2024-12-14,pending,Agency A,yes,Anil Verma,Duplicate with status difference
CID103220,TestFirst--3220,TestLast--3220,test3220@example.com,+918178268237,2025-09-03,Counselling,2025-01-18,2025-11-01,active,Agency B,yes,"Rita Kumar,Sunil Iyer",Primary enrollment
CID103221,TestFirst--3221,TestLast--3221,test3221@example.com,+917757235557,2025-08-29,Housing Support,2023-04-28,2025-06-14,discharged,School,yes,"sunil iyer, Rita Kumar",Initial enrollment
CID103222,TestFirst--3222,TestLast--3222,test3222@example.com,+917766423395,2025-04-02,Addiction Counselling,2025-09-02,2023-02-21,active,Agency C,no,Dr. Singh,support workers different order
CID103223,TestFirst--3223,TestLast--3223,test3223@example.com,+918719060090,2025-09-01,Employment Assistance,2024-10-16,2025-11-06,discharged,Self,no,Asha Patel,Duplicate-case 2 - different referral_source
CID103224,TestFirst--3224,TestLast--3224,test3224@example.com,+917472920710,2023-11-10,Family Support,2023-03-22,2024-07-28,pending,Hospital,yes,Sonia Rao,Duplicate with status difference
CID103225,TestFirst--3225,TestLast--3225,test3225@example.com,+917118619023,2023-12-07,Counselling,2024-08-13,2025-04-05,active,Agency A,yes,Rita Kumar,support workers different order
CID103226,TestFirst--3226,TestLast--3226,test3226@example.com,+918580118930,2025-01-29,Housing Support,2025-05-22,2024-06-01,pending,Clinic,no,"Rita Kumar, Sunil Iyer",support workers different order
CID103227,TestFirst--3227,TestLast--3227,test3227@example.com,+919992807371,2023-10-21,Addiction Counselling,2024-09-26,2023-05-17,pending,Agency B,yes,Asha Patel,Initial enrollment
CID103228,TestFirst--3228,TestLast--3228,test3228@example.com,+918437438004,2023-01-18,Employment Assistance,2023-01-01,2025-02-19,active,School,yes,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID103229,TestFirst--3229,TestLast--3229,test3229@example.com,+917722613634,2023-12-11,Family Support,2024-07-01,2025-11-23,active,Outreach,yes,Asha Patel,support workers lowercase
CID103230,TestFirst--3230,TestLast--3230,test3230@example.com,+919009219697,2024-09-09,Counselling,2024-01-21,2024-04-08,discharged,Agency C,no,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID103231,TestFirst--3231,TestLast--3231,test3231@example.com,+919013092697,2025-08-13,Housing Support,2025-10-13,2023-07-28,discharged,Clinic,no,"Rita Kumar, Sunil Iyer",support workers lowercase
CID103232,TestFirst--3232,TestLast--3232,test3232@example.com,+916924373919,2023-03-24,Addiction Counselling,2024-01-14,2024-06-07,pending,School,no,"Rita Kumar, Sunil Iyer",Duplicate with status difference
CID103233,TestFirst--3233,TestLast--3233,test3233@example.com,+918160474157,2024-01-30,Employment Assistance,2025-10-22,2023-08-30,active,Agency B,no,"Rita Kumar, Sunil Iyer",support workers lowercase
CID103234,TestFirst--3234,TestLast--3234,test3234@example.com,+916883709661,2025-03-03,Family Support,2025-11-14,2023-10-25,discharged,Outreach,yes,Sonia Rao,Initial enrollment
CID103235,TestFirst--3235,TestLast--3235,test3235@example.com,+917131389605,2024-07-04,Counselling,2025-04-27,2025-02-15,pending,Agency C,yes,Asha Patel,Initial enrollment
CID103236,TestFirst--3236,TestLast--3236,test3236@example.com,+919753621409,2024-12-12,Housing Support,2023-11-10,2024-02-20,active,Agency A,yes,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID103237,TestFirst--3237,TestLast--3237,test3237@example.com,+917308657660,2023-04-07,Addiction Counselling,2025-10-02,2024-05-31,discharged,Agency B,no,Anil Verma,Primary enrollment
CID103238,TestFirst--3238,TestLast--3238,test3238@example.com,+917975508651,2025-03-04,Employment Assistance,2023-03-03,2024-05-31,pending,Hospital,no,Asha Patel,Duplicate-case 2 - different referral_source
CID103239,TestFirst--3239,TestLast--3239,test3239@example.com,+918733551372,2024-12-05,Family Support,2025-04-23,2023-10-07,active,Self,yes,Sonia Rao,support workers lowercase
CID103240,TestFirst--3240,TestLast--3240,test3240@example.com,+919043280449,2022-12-14,Counselling,2025-11-10,2022-12-25,discharged,Outreach,no,Dr. Singh,Initial enrollment
CID103241,TestFirst--3241,TestLast--3241,test3241@example.com,+916169895270,2025-09-24,Housing Support,2023-02-16,2025-09-30,discharged,Hospital,no,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID103242,TestFirst--3242,TestLast--3242,test3242@example.com,+916656690708,2023-05-10,Addiction Counselling,2023-06-26,2025-08-08,discharged,Outreach,yes,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID103243,TestFirst--3243,TestLast--3243,test3243@example.com,+918242845495,2024-02-06,Employment Assistance,2025-08-28,2024-02-11,active,Outreach,no,Asha Patel,support workers different order
CID103244,TestFirst--3244,TestLast--3244,test3244@example.com,+918908020842,2025-08-17,Family Support,2025-02-13,2024-02-23,active,Clinic,yes,Rita Kumar,support workers lowercase
CID103245,TestFirst--3245,TestLast--3245,test3245@example.com,+919102251587,2023-10-04,Counselling,2025-06-20,2025-02-14,discharged,Self,no,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID103246,TestFirst--3246,TestLast--3246,test3246@example.com,+919116229724,2024-04-13,Housing Support,2025-10-11,2024-11-16,discharged,Outreach,no,Anil Verma,Duplicate-case 2 - different referral_source
CID103247,TestFirst--3247,TestLast--3247,test3247@example.com,+917849000118,2025-03-13,Addiction Counselling,2025-01-18,2025-04-27,active,Agency C,yes,"Rita Kumar,Sunil Iyer",Duplicate-case 1
CID103248,TestFirst--3248,TestLast--3248,test3248@example.com,+918070769126,2023-01-30,Employment Assistance,2023-10-18,2023-06-22,pending,Agency A,no,Rita Kumar,Initial enrollment
CID103249,TestFirst--3249,TestLast--3249,test3249@example.com,+918751095463,2025-01-04,Family Support,2023-03-13,2023-04-04,discharged,School,yes,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID103250,TestFirst--3250,TestLast--3250,test3250@example.com,+919091608243,2024-12-13,Counselling,2024-08-08,2023-11-06,discharged,School,no,Asha Patel,Initial enrollment
CID103251,TestFirst--3251,TestLast--3251,test3251@example.com,+916879019939,2024-05-27,Housing Support,2023-11-27,2024-11-15,discharged,Outreach,yes,Asha Patel,support workers different order
CID103252,TestFirst--3252,TestLast--3252,test3252@example.com,+917517345983,2025-10-12,Addiction Counselling,2025-05-24,2024-03-28,active,Self,no,"Rita Kumar,Sunil Iyer",support workers different order
CID103253,TestFirst--3253,TestLast--3253,test3253@example.com,+918411980581,2025-06-04,Employment Assistance,2024-07-10,2023-12-21,discharged,School,yes,Asha Patel,Duplicate-case 2 - different referral_source
CID103254,TestFirst--3254,TestLast--3254,test3254@example.com,+916726870220,2023-08-23,Family Support,2023-01-01,2023-02-10,active,Agency C,no,Dr. Singh,Initial enrollment
CID103255,TestFirst--3255,TestLast--3255,test3255@example.com,+919753508905,2023-04-26,Counselling,2023-08-02,2023-10-27,discharged,Self,no,Asha Patel,Duplicate-case 2 - different referral_source
CID103256,TestFirst--3256,TestLast--3256,test3256@example.com,+917914234103,2023-05-12,Housing Support,2025-10-24,2023-12-04,discharged,Agency C,yes,"sunil iyer, Rita Kumar",support workers lowercase
CID103257,TestFirst--3257,TestLast--3257,test3257@example.com,+918368436479,2024-12-25,Addiction Counselling,2025-08-06,2025-02-13,discharged,Self,yes,Asha Patel,Primary enrollment
CID103258,TestFirst--3258,TestLast--3258,test3258@example.com,+918270464734,2025-07-23,Employment Assistance,2023-01-09,2025-06-03,pending,Clinic,no,Dr. Singh,Duplicate-case 2 - different referral_source
CID103259,TestFirst--3259,TestLast--3259,test3259@example.com,+917140067890,2024-09-18,Family Support,2024-06-13,2025-04-13,discharged,Agency B,yes,Asha Patel,Primary enrollment
CID103260,TestFirst--3260,TestLast--3260,test3260@example.com,+919304383660,2024-05-18,Counselling,2024-06-29,2024-01-18,pending,Agency A,no,Dr. Singh,Duplicate-case 1
CID103261,TestFirst--3261,TestLast--3261,test3261@example.com,+916120058655,2024-12-19,Housing Support,2024-03-28,2023-02-06,active,Hospital,no,Sonia Rao,support workers lowercase
CID103262,TestFirst--3262,TestLast--3262,test3262@example.com,+919351482925,2024-12-09,Addiction Counselling,2024-07-02,2025-10-31,active,Agency B,no,Dr. Singh,Duplicate-case 1
CID103263,TestFirst--3263,TestLast--3263,test3263@example.com,+919519425243,2023-11-12,Employment Assistance,2025-05-14,2025-04-14,discharged,Agency B,no,Asha Patel,Initial enrollment
CID103264,TestFirst--3264,TestLast--3264,test3264@example.com,+917355386406,2023-02-19,Family Support,2024-03-13,2024-09-09,pending,Outreach,yes,Dr. Singh,Initial enrollment
CID103265,TestFirst--3265,TestLast--3265,test3265@example.com,+918245140102,2024-12-01,Counselling,2023-04-22,2023-09-04,pending,Hospital,no,Asha Patel,support workers lowercase
CID103266,TestFirst--3266,TestLast--3266,test3266@example.com,+918079941833,2025-10-14,Housing Support,2024-10-29,2024-01-13,pending,Outreach,yes,"sunil iyer, Rita Kumar",Primary enrollment
CID103267,TestFirst--3267,TestLast--3267,test3267@example.com,+917441363859,2025-08-07,Addiction Counselling,2025-08-03,2023-04-24,discharged,Hospital,yes,"sunil iyer, Rita Kumar",Duplicate-case 1
CID103268,TestFirst--3268,TestLast--3268,test3268@example.com,+916756174259,2025-03-24,Employment Assistance,2023-03-16,2024-02-22,pending,School,no,Sonia Rao,support workers lowercase
CID103269,TestFirst--3269,TestLast--3269,test3269@example.com,+917054578413,2023-04-09,Family Support,2022-12-30,2025-06-19,discharged,Agency B,no,"sunil iyer, Rita Kumar",support workers lowercase
CID103270,TestFirst--3270,TestLast--3270,test3270@example.com,+919332550405,2025-08-05,Counselling,2022-12-24,2024-07-08,discharged,Outreach,no,Sonia Rao,Initial enrollment
CID103271,TestFirst--3271,TestLast--3271,test3271@example.com,+917622664634,2025-07-08,Housing Support,2024-01-06,2023-09-07,active,Clinic,yes,Rita Kumar,support workers lowercase
CID103272,TestFirst--3272,TestLast--3272,test3272@example.com,+919364836197,2024-12-09,Addiction Counselling,2025-08-07,2024-06-10,active,School,yes,Anil Verma,Initial enrollment
CID103273,TestFirst--3273,TestLast--3273,test3273@example.com,+919635364499,2024-01-05,Employment Assistance,2023-04-02,2025-11-17,discharged,Hospital,yes,Anil Verma,Duplicate with status difference
CID103274,TestFirst--3274,TestLast--3274,test3274@example.com,+917919198298,2024-12-04,Family Support,2023-12-27,2025-05-18,pending,Self,yes,Asha Patel,Duplicate with status difference
CID103275,TestFirst--3275,TestLast--3275,test3275@example.com,+918594118420,2024-08-17,Counselling,2024-05-16,2025-06-23,pending,Hospital,no,"Rita Kumar,Sunil Iyer",Duplicate-case 1
CID103276,TestFirst--3276,TestLast--3276,test3276@example.com,+918556202337,2025-08-12,Housing Support,2024-08-14,2025-03-23,pending,Hospital,no,Sonia Rao,Initial enrollment
CID103277,TestFirst--3277,TestLast--3277,test3277@example.com,+919666673174,2025-03-03,Addiction Counselling,2024-04-12,2025-04-18,active,Agency C,no,Anil Verma,Duplicate-case 2 - different referral_source
CID103278,TestFirst--3278,TestLast--3278,test3278@example.com,+919773467292,2024-01-26,Employment Assistance,2025-02-26,2025-01-11,active,Clinic,yes,"sunil iyer, Rita Kumar",Duplicate with status difference
CID103279,TestFirst--3279,TestLast--3279,test3279@example.com,+917985991464,2025-05-18,Family Support,2025-10-01,2024-04-03,discharged,Self,yes,Sonia Rao,Initial enrollment
CID103280,TestFirst--3280,TestLast--3280,test3280@example.com,+916167765727,2025-06-05,Counselling,2022-12-16,2024-04-13,active,Outreach,no,"Rita Kumar,Sunil Iyer",Primary enrollment
CID103281,TestFirst--3281,TestLast--3281,test3281@example.com,+917835372302,2025-09-04,Housing Support,2023-12-06,2024-03-25,discharged,Hospital,yes,"Rita Kumar, Sunil Iyer",Duplicate with status difference
CID103282,TestFirst--3282,TestLast--3282,test3282@example.com,+918800462237,2023-09-24,Addiction Counselling,2025-05-15,2023-06-16,discharged,Agency A,no,Anil Verma,Initial enrollment
CID103283,TestFirst--3283,TestLast--3283,test3283@example.com,+917427709645,2022-12-31,Employment Assistance,2023-04-27,2023-06-25,discharged,Agency B,no,Asha Patel,support workers lowercase
CID103284,TestFirst--3284,TestLast--3284,test3284@example.com,+917071134688,2025-08-15,Family Support,2023-06-07,2025-04-28,active,Outreach,no,Rita Kumar,support workers lowercase
CID103285,TestFirst--3285,TestLast--3285,test3285@example.com,+916050699186,2025-11-13,Counselling,2023-04-30,2025-07-23,discharged,Outreach,no,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID103286,TestFirst--3286,TestLast--3286,test3286@example.com,+917119693532,2024-02-24,Housing Support,2023-04-23,2024-03-05,pending,Agency C,yes,"Rita Kumar,Sunil Iyer",support workers lowercase
CID103287,TestFirst--3287,TestLast--3287,test3287@example.com,+919341634623,2023-03-31,Addiction Counselling,2023-06-27,2025-07-03,active,Agency A,yes,"Rita Kumar, Sunil Iyer",Primary enrollment
CID103288,TestFirst--3288,TestLast--3288,test3288@example.com,+917954765375,2025-07-26,Employment Assistance,2024-08-02,2025-08-14,active,Hospital,no,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID103289,TestFirst--3289,TestLast--3289,test3289@example.com,+918529232107,2025-11-18,Family Support,2024-08-19,2024-12-13,active,Clinic,yes,Anil Verma,Duplicate-case 1
CID103290,TestFirst--3290,TestLast--3290,test3290@example.com,+916956360474,2025-03-19,Counselling,2025-03-08,2025-07-17,active,Agency A,no,Sonia Rao,Initial enrollment
CID103291,TestFirst--3291,TestLast--3291,test3291@example.com,+918518932394,2023-10-18,Housing Support,2024-11-18,2024-01-18,pending,School,yes,Sonia Rao,Initial enrollment
CID103292,TestFirst--3292,TestLast--3292,test3292@example.com,+919981261061,2025-09-28,Addiction Counselling,2023-02-03,2025-11-13,pending,Clinic,no,Anil Verma,support workers lowercase
CID103293,TestFirst--3293,TestLast--3293,test3293@example.com,+918487337650,2023-06-26,Employment Assistance,2023-12-18,2024-09-19,pending,Hospital,yes,Sonia Rao,support workers lowercase
CID103294,TestFirst--3294,TestLast--3294,test3294@example.com,+918275481872,2024-05-21,Family Support,2025-02-01,2023-01-08,pending,Self,yes,"Rita Kumar, Sunil Iyer",support workers lowercase
CID103295,TestFirst--3295,TestLast--3295,test3295@example.com,+916496797613,2025-03-31,Counselling,2024-03-10,2024-02-24,discharged,Self,yes,Dr. Singh,Duplicate with status difference
CID103296,TestFirst--3296,TestLast--3296,test3296@example.com,+916220942703,2025-10-09,Housing Support,2023-12-25,2025-06-11,discharged,Agency C,no,"Rita Kumar,Sunil Iyer",support workers different order
CID103297,TestFirst--3297,TestLast--3297,test3297@example.com,+919066202234,2024-06-18,Addiction Counselling,2025-07-15,2023-03-12,active,Agency C,no,"sunil iyer, Rita Kumar",Primary enrollment
